age,gender,occupation,daily_screen_time_hours,sleep_duration_hours,sleep_quality_score,stress_level,caffeine_intake_cups,physical_activity_minutes,notifications_received_per_day
53,Male,Researcher,2.22,4.05,9.68,1.0,4,80,25
42,Male,Student,3.23,8.07,8.49,2.81,1,3,263
51,Male,Manager,7.94,7.11,4.4,9.28,0,27,146
42,Female,Teacher,6.66,4.23,6.11,6.99,4,70,59
33,Female,Designer,4.5,4.17,5.67,4.6,4,105,273
51,Male,Software Engineer,2.43,4.86,6.86,4.28,3,5,260
46,Male,Researcher,3.89,8.89,7.15,4.38,0,105,246
36,Female,Doctor,7.69,4.43,5.67,8.56,0,55,114
40,Male,Teacher,4.44,7.69,7.54,7.03,4,100,232
36,Female,Doctor,5.16,6.01,5.19,7.39,1,57,200
42,Male,Software Engineer,6.48,5.18,4.51,7.92,1,106,169
33,Female,Student,9.22,6.88,7.02,10.0,2,112,107
26,Female,Manager,3.25,5.84,7.9,5.63,3,92,204
18,Female,Freelancer,5.03,5.55,6.85,7.57,3,91,34
59,Male,Student,3.79,5.2,8.45,3.71,2,82,186
36,Female,Manager,5.2,6.29,6.14,5.93,2,77,185
50,Female,Freelancer,7.27,4.85,5.1,7.16,2,109,281
51,Female,Teacher,5.34,8.26,7.27,4.12,0,12,38
33,Male,Designer,8.51,6.96,3.74,10.0,2,28,100
57,Female,Designer,5.98,4.31,6.51,6.2,0,34,141
35,Male,Researcher,4.47,6.29,6.64,6.46,0,40,21
51,Male,Doctor,8.04,7.15,5.4,10.0,4,60,48
42,Female,Student,4.88,8.31,6.7,5.39,3,1,44
23,Male,Researcher,5.64,4.12,4.88,8.37,1,65,54
38,Female,Designer,9.95,6.28,4.11,10.0,0,25,39
23,Female,Researcher,8.08,7.53,5.31,10.0,3,0,226
49,Female,Manager,8.7,4.98,4.14,10.0,3,91,131
58,Female,Freelancer,6.34,5.11,5.49,9.91,3,36,243
56,Female,Designer,4.13,6.45,7.18,5.1,2,97,116
48,Male,Student,9.92,8.42,3.89,10.0,0,109,131
59,Female,Student,3.2,5.99,8.7,3.56,2,23,173
27,Male,Software Engineer,8.86,6.42,3.76,10.0,2,48,131
47,Male,Freelancer,9.2,7.18,3.46,10.0,4,59,280
35,Female,Doctor,8.36,5.55,3.54,10.0,2,111,275
41,Male,Researcher,2.03,8.34,8.35,1.96,3,92,213
26,Male,Freelancer,8.69,8.81,4.22,10.0,1,91,83
48,Female,Researcher,6.97,7.25,6.72,9.44,2,97,165
32,Male,Student,7.13,7.19,5.91,9.89,3,117,180
21,Male,Freelancer,8.08,7.37,4.61,10.0,2,96,157
57,Male,Software Engineer,5.41,4.97,4.94,8.12,2,37,186
26,Female,Freelancer,3.4,7.66,8.93,6.18,2,33,224
26,Female,Student,6.17,5.73,6.99,5.52,2,68,60
43,Female,Teacher,1.98,8.97,7.61,3.27,1,93,190
21,Male,Manager,7.07,7.76,3.63,10.0,1,85,140
34,Female,Manager,5.35,6.92,7.22,6.7,4,2,95
33,Female,Teacher,5.52,8.56,7.86,8.38,2,28,210
32,Male,Teacher,2.67,8.85,8.68,2.91,3,30,136
52,Male,Researcher,1.37,8.09,7.07,2.85,0,93,149
22,Female,Researcher,6.5,7.78,6.53,7.63,4,92,86
22,Female,Student,6.93,4.3,4.12,10.0,3,30,102
37,Female,Researcher,5.48,7.53,7.96,4.15,4,87,296
32,Male,Designer,7.89,5.68,6.21,8.76,0,116,288
35,Female,Designer,6.07,8.65,6.51,7.41,0,104,271
19,Male,Teacher,8.63,7.06,2.91,10.0,0,22,169
46,Male,Doctor,3.59,5.85,5.58,5.91,3,47,45
30,Male,Manager,3.19,5.69,7.19,2.73,4,37,77
21,Female,Software Engineer,3.35,6.77,8.89,2.33,0,52,55
59,Female,Teacher,1.27,6.46,8.14,1.87,3,48,256
27,Female,Manager,9.11,5.95,5.24,10.0,2,112,243
48,Female,Software Engineer,9.99,5.04,4.3,10.0,2,33,182
58,Male,Freelancer,8.35,7.98,4.72,10.0,3,87,32
25,Female,Software Engineer,4.71,6.17,9.12,4.07,2,24,254
20,Female,Teacher,4.19,4.49,7.19,6.05,2,1,256
26,Male,Designer,7.97,4.43,3.88,10.0,0,69,184
47,Male,Doctor,5.59,5.19,7.68,5.13,4,40,223
28,Male,Manager,9.46,6.76,2.82,10.0,3,57,36
52,Male,Teacher,3.52,4.74,6.78,6.19,0,95,155
54,Male,Software Engineer,3.91,5.08,6.23,7.69,1,107,33
59,Male,Researcher,9.99,6.51,2.43,10.0,4,76,293
30,Female,Manager,9.8,5.09,4.18,10.0,1,15,233
53,Male,Student,8.97,8.29,4.72,10.0,0,89,291
30,Male,Freelancer,4.64,6.95,7.15,6.28,4,9,176
29,Female,Researcher,8.54,4.43,3.15,10.0,4,3,22
54,Male,Student,3.55,4.7,9.86,3.47,0,13,199
27,Female,Manager,3.29,4.98,7.48,6.86,4,23,167
26,Female,Manager,5.92,7.15,6.38,7.56,3,101,185
24,Male,Software Engineer,8.74,4.53,5.2,10.0,3,100,167
19,Male,Researcher,1.88,4.22,8.46,1.52,0,102,281
40,Male,Teacher,6.09,7.64,5.0,8.17,4,86,72
56,Male,Researcher,6.49,6.39,7.47,7.76,0,74,106
57,Male,Designer,6.22,8.24,7.78,6.1,4,7,151
56,Male,Teacher,2.97,7.96,6.34,5.56,4,5,102
38,Male,Doctor,1.58,5.37,8.15,3.43,4,97,47
40,Female,Manager,9.05,4.96,4.49,10.0,4,36,170
46,Male,Student,6.17,6.58,6.83,8.23,3,96,106
31,Female,Software Engineer,7.91,4.4,7.37,8.39,4,108,129
43,Male,Researcher,4.28,7.16,6.23,7.73,4,54,51
22,Female,Designer,1.38,4.06,6.22,6.32,4,73,29
48,Male,Freelancer,3.34,8.02,7.11,5.65,2,99,271
42,Female,Teacher,1.66,8.45,8.04,3.36,3,6,52
48,Male,Doctor,1.7,8.98,8.77,1.8,3,50,219
37,Female,Researcher,2.93,5.72,8.44,3.83,0,80,246
34,Male,Teacher,6.7,6.81,7.49,6.97,3,83,169
19,Female,Freelancer,8.36,8.31,5.54,9.89,2,110,54
42,Male,Doctor,8.39,6.31,6.01,9.7,3,27,63
30,Female,Teacher,9.44,5.65,3.04,10.0,2,87,165
56,Male,Designer,6.91,4.24,6.78,7.3,3,37,63
45,Male,Researcher,1.18,5.97,7.45,3.34,2,72,147
59,Male,Designer,4.4,4.39,7.23,5.99,3,53,253
23,Male,Software Engineer,2.0,5.81,5.63,7.09,0,93,87
20,Female,Designer,8.0,5.72,5.8,10.0,0,38,28
52,Other,Doctor,2.08,7.24,7.45,4.26,2,52,264
35,Male,Software Engineer,1.95,5.83,7.06,4.89,4,35,151
28,Female,Freelancer,1.25,5.92,7.78,5.2,3,16,289
37,Female,Designer,9.6,5.43,4.8,10.0,3,61,37
22,Female,Student,8.07,7.04,6.6,9.18,0,115,77
36,Male,Researcher,4.0,5.95,9.24,4.84,0,15,259
39,Male,Freelancer,4.39,8.74,7.22,6.45,2,61,294
36,Female,Doctor,1.53,8.46,9.02,1.0,1,33,170
33,Male,Freelancer,2.42,5.18,6.46,4.05,4,106,84
41,Female,Researcher,3.8,6.02,6.48,6.57,2,6,114
58,Female,Freelancer,4.49,7.17,6.62,5.15,4,90,231
21,Male,Software Engineer,6.58,4.08,5.39,9.53,2,114,238
32,Male,Doctor,4.15,5.14,7.24,6.56,3,6,188
42,Female,Software Engineer,9.59,5.43,3.74,10.0,2,48,50
52,Male,Researcher,4.09,6.01,5.29,7.42,4,95,109
31,Male,Researcher,9.47,8.45,3.9,10.0,1,79,279
36,Male,Doctor,7.57,4.48,5.01,10.0,3,82,102
55,Other,Student,9.1,4.33,3.99,10.0,4,112,97
53,Male,Researcher,7.33,7.32,6.4,9.11,1,25,254
24,Female,Freelancer,6.12,5.82,5.63,9.5,3,64,266
47,Male,Designer,5.58,4.89,8.34,6.72,0,106,193
36,Male,Teacher,3.62,7.51,7.18,3.73,4,29,182
42,Female,Freelancer,3.68,5.21,7.16,6.72,3,42,80
33,Female,Teacher,3.01,6.83,7.99,4.14,1,78,280
57,Male,Teacher,4.47,6.04,7.9,5.48,3,53,227
25,Female,Freelancer,2.14,5.81,7.77,3.9,0,66,71
35,Male,Software Engineer,4.49,7.61,5.75,6.82,3,19,127
45,Female,Designer,8.5,7.07,3.36,10.0,0,82,263
33,Male,Freelancer,8.83,6.57,6.26,8.41,4,26,288
36,Female,Manager,6.79,4.64,3.72,10.0,3,0,40
59,Female,Software Engineer,3.31,6.93,7.83,3.17,2,44,180
34,Male,Freelancer,3.16,7.46,6.28,5.92,1,51,101
30,Female,Researcher,3.5,8.07,5.87,7.22,2,12,75
24,Other,Freelancer,5.5,5.5,7.62,5.4,2,62,58
44,Male,Software Engineer,9.79,5.32,3.94,10.0,3,32,143
27,Female,Freelancer,1.98,7.74,8.79,2.31,1,62,69
51,Female,Software Engineer,5.5,6.34,6.86,7.04,4,42,249
53,Female,Freelancer,7.14,6.03,4.95,9.57,1,23,200
42,Female,Manager,3.21,4.8,8.65,2.73,0,74,231
23,Female,Freelancer,9.72,6.17,4.01,10.0,3,68,53
41,Female,Researcher,4.14,7.63,5.92,6.25,2,106,146
35,Female,Researcher,9.39,6.25,2.56,10.0,4,111,141
40,Male,Software Engineer,6.38,8.36,5.51,7.34,3,95,139
23,Female,Researcher,1.04,4.02,9.96,1.0,4,61,150
46,Male,Researcher,3.8,4.9,5.32,6.56,4,98,25
42,Female,Designer,1.19,7.07,8.84,3.73,0,115,118
34,Female,Freelancer,4.43,7.36,7.25,6.45,1,114,202
41,Male,Teacher,9.39,5.38,5.29,10.0,3,82,265
28,Male,Researcher,8.01,8.71,4.72,10.0,4,60,75
43,Male,Doctor,6.58,5.65,5.91,7.94,1,64,90
51,Male,Software Engineer,5.85,6.06,6.97,6.25,2,14,256
45,Female,Freelancer,4.35,8.88,6.02,5.17,0,82,37
20,Male,Designer,2.9,6.4,6.08,5.0,0,3,280
28,Female,Student,1.56,7.06,5.31,6.62,1,88,100
55,Female,Doctor,2.71,6.7,6.45,5.38,2,45,277
31,Female,Software Engineer,4.16,4.89,8.44,4.22,1,99,51
43,Male,Software Engineer,5.68,8.96,5.96,7.37,0,7,74
38,Other,Freelancer,2.84,4.3,7.09,4.4,4,44,218
56,Male,Doctor,9.77,8.92,3.68,10.0,2,112,162
47,Female,Doctor,1.69,6.34,7.31,4.06,4,25,99
25,Female,Software Engineer,1.85,4.95,7.4,4.56,4,99,289
37,Male,Designer,7.14,4.83,5.6,9.44,3,17,125
49,Male,Student,7.8,7.28,3.88,10.0,4,27,297
39,Male,Freelancer,9.75,7.55,5.79,10.0,0,96,166
24,Female,Researcher,5.77,8.49,4.99,8.36,0,99,54
26,Male,Researcher,2.49,5.18,5.31,6.85,2,68,246
18,Other,Designer,9.44,6.17,6.03,10.0,3,117,182
46,Male,Researcher,9.82,8.86,3.45,10.0,1,99,226
25,Other,Researcher,9.31,6.14,4.59,10.0,4,50,58
21,Male,Manager,8.84,6.3,5.48,10.0,4,27,202
52,Male,Teacher,1.7,5.44,9.68,2.64,3,80,180
20,Male,Teacher,8.69,8.35,3.78,10.0,2,77,274
57,Female,Teacher,9.58,5.83,5.35,10.0,2,56,88
24,Female,Software Engineer,5.97,7.18,7.5,7.1,3,28,217
44,Male,Freelancer,7.95,4.91,4.84,10.0,0,52,120
18,Male,Freelancer,6.95,7.08,5.7,8.52,2,78,185
44,Male,Student,3.59,8.67,5.95,7.74,2,66,135
33,Female,Student,6.29,7.88,9.52,4.06,4,2,91
55,Male,Freelancer,9.0,4.34,3.59,10.0,0,18,100
24,Female,Manager,5.47,7.17,5.43,8.6,0,54,41
40,Female,Software Engineer,6.31,6.79,5.48,8.73,3,96,40
58,Female,Software Engineer,5.78,5.69,6.64,7.2,2,99,165
28,Female,Researcher,3.54,8.21,7.9,4.85,3,111,189
59,Male,Researcher,6.79,7.96,6.4,9.14,4,25,34
50,Other,Software Engineer,5.59,7.24,6.47,8.26,1,38,278
53,Male,Student,3.09,7.72,7.94,5.04,3,15,114
54,Male,Researcher,9.06,4.97,4.98,8.32,0,114,266
58,Female,Software Engineer,9.55,8.6,6.21,8.16,3,87,281
34,Male,Doctor,1.5,7.34,8.8,1.0,3,92,277
52,Male,Researcher,6.6,6.34,6.79,8.08,0,39,280
22,Male,Doctor,4.74,4.97,5.26,8.75,2,108,59
49,Male,Doctor,5.73,7.41,6.71,8.01,4,90,118
20,Male,Software Engineer,4.36,4.48,4.8,9.0,2,70,129
52,Male,Doctor,5.27,5.6,5.11,8.63,0,8,120
31,Male,Freelancer,3.91,6.87,6.73,6.63,0,102,290
48,Female,Manager,2.06,7.23,9.31,3.59,0,44,274
48,Female,Software Engineer,3.72,4.09,6.75,5.48,4,118,196
34,Female,Manager,7.03,4.04,5.34,9.99,2,3,27
41,Female,Doctor,1.45,4.56,8.72,1.66,2,61,161
40,Female,Software Engineer,4.44,7.84,5.14,9.06,2,100,249
35,Female,Designer,1.38,6.84,7.47,2.03,0,97,230
31,Female,Teacher,4.21,7.04,7.69,4.19,1,70,232
32,Female,Designer,1.79,7.02,7.74,3.33,3,67,69
32,Male,Teacher,4.06,4.18,6.93,5.98,3,72,34
23,Female,Teacher,8.54,4.86,4.47,10.0,0,1,230
44,Female,Doctor,6.52,7.64,6.3,10.0,0,55,39
32,Female,Teacher,7.14,7.23,6.29,10.0,0,54,157
53,Female,Teacher,5.53,6.23,7.86,5.35,1,26,86
25,Male,Designer,9.3,4.1,4.53,10.0,4,95,285
32,Male,Teacher,5.87,6.08,6.25,7.05,4,19,246
20,Female,Software Engineer,1.94,5.24,8.33,3.62,0,56,100
30,Female,Manager,9.4,7.49,6.08,8.88,0,118,150
58,Male,Freelancer,2.2,8.12,7.39,5.48,1,84,44
51,Male,Manager,9.99,6.52,3.04,10.0,1,16,88
41,Female,Researcher,4.92,6.02,7.2,6.71,3,41,282
57,Male,Software Engineer,1.66,5.37,7.74,3.25,1,42,20
49,Male,Researcher,8.78,4.46,2.12,10.0,0,50,51
49,Male,Freelancer,1.84,5.86,9.13,1.0,4,12,265
47,Male,Researcher,2.57,7.39,9.34,1.39,2,23,171
30,Male,Doctor,4.76,7.33,7.8,6.3,1,69,234
18,Female,Freelancer,7.09,6.06,5.46,10.0,2,89,264
51,Male,Freelancer,2.09,8.83,7.27,3.47,0,31,235
32,Male,Researcher,6.6,8.7,5.69,9.86,3,54,138
31,Female,Designer,8.02,8.38,2.95,10.0,0,65,93
46,Female,Freelancer,2.11,6.18,9.45,1.0,1,4,23
51,Male,Freelancer,6.83,7.73,6.71,7.2,3,4,299
35,Female,Student,9.63,8.64,5.79,10.0,3,77,136
24,Female,Manager,9.71,7.69,4.91,10.0,4,114,189
46,Female,Designer,2.45,5.58,6.07,5.96,0,5,153
48,Female,Manager,7.84,4.34,4.45,10.0,0,83,188
42,Female,Student,8.62,8.79,5.74,10.0,2,33,276
55,Male,Researcher,9.0,8.96,3.12,10.0,4,16,87
31,Female,Teacher,3.91,7.47,8.83,3.75,2,2,243
25,Female,Student,3.43,5.58,7.37,5.0,1,54,131
44,Male,Teacher,1.43,8.33,7.19,4.19,2,32,24
19,Female,Manager,4.6,8.77,6.45,6.36,2,72,68
34,Female,Researcher,2.12,6.53,6.66,2.07,3,69,189
54,Female,Freelancer,8.08,5.56,3.28,10.0,2,8,197
31,Male,Designer,2.29,6.03,8.04,3.87,3,81,32
42,Male,Designer,8.37,4.37,3.46,10.0,1,103,208
47,Female,Doctor,1.97,6.83,6.9,3.31,2,7,297
46,Male,Manager,5.33,5.89,6.53,6.09,4,80,38
37,Female,Doctor,4.46,8.42,3.88,10.0,1,118,66
38,Male,Researcher,6.41,5.38,6.6,6.01,3,24,227
39,Female,Freelancer,5.67,4.04,7.11,5.56,4,88,89
52,Female,Manager,6.39,7.69,4.53,10.0,1,116,297
54,Male,Researcher,1.01,4.04,8.16,1.0,0,8,100
33,Male,Freelancer,2.15,6.73,8.78,1.47,0,58,64
34,Male,Teacher,5.65,4.91,6.52,7.66,1,72,283
33,Male,Manager,3.07,7.05,6.48,4.93,1,67,140
19,Female,Manager,1.69,4.99,9.63,1.13,2,78,130
21,Female,Teacher,2.96,6.51,7.22,5.02,2,73,202
38,Male,Software Engineer,8.02,5.68,5.23,10.0,1,14,134
56,Male,Freelancer,5.88,4.91,4.14,10.0,4,16,204
51,Male,Software Engineer,2.71,7.03,7.41,4.5,3,37,136
47,Female,Manager,1.14,4.41,7.45,3.5,1,100,216
23,Male,Software Engineer,4.22,8.71,7.2,7.06,0,2,217
34,Female,Designer,4.22,7.89,7.96,5.59,2,18,55
56,Female,Manager,7.62,8.58,5.53,10.0,2,60,189
42,Female,Student,9.27,4.21,5.01,10.0,0,20,106
22,Female,Teacher,4.35,4.01,5.02,8.54,4,53,104
22,Female,Doctor,7.19,5.79,5.64,9.9,1,53,74
37,Female,Researcher,6.71,7.08,5.55,8.02,4,102,293
33,Female,Researcher,4.8,5.22,7.22,5.95,4,0,298
58,Male,Teacher,1.59,6.75,8.34,1.25,1,87,55
54,Female,Manager,5.26,7.03,5.98,8.7,4,17,28
57,Male,Student,4.19,4.76,6.64,4.11,0,80,127
26,Female,Teacher,5.95,7.84,4.6,9.83,1,31,253
22,Female,Doctor,2.13,8.68,10.0,2.49,2,92,66
59,Female,Researcher,7.52,7.2,4.95,8.68,1,111,244
19,Female,Doctor,8.09,8.74,5.05,9.13,2,65,227
26,Male,Researcher,4.5,5.23,6.38,6.7,3,63,99
53,Female,Student,2.58,4.18,6.78,3.47,1,104,251
39,Male,Doctor,6.61,5.24,4.59,9.88,2,66,242
39,Male,Designer,9.6,7.24,4.77,10.0,4,59,70
39,Male,Doctor,7.3,6.99,5.0,9.9,3,6,108
51,Male,Freelancer,2.11,5.34,7.75,4.8,1,21,228
46,Female,Student,4.57,6.04,5.1,8.3,2,37,29
55,Other,Student,9.24,5.84,3.41,10.0,4,71,119
50,Female,Teacher,6.71,8.75,5.88,6.69,2,98,182
35,Male,Doctor,2.32,5.57,10.0,1.41,1,67,290
24,Female,Doctor,7.52,4.97,4.77,10.0,0,106,158
18,Female,Manager,4.18,6.83,7.71,6.14,0,106,29
50,Female,Manager,5.41,4.62,5.55,9.66,1,20,292
18,Female,Student,4.74,6.54,6.25,6.25,4,36,178
41,Female,Manager,7.53,7.43,4.75,9.91,3,117,268
21,Male,Teacher,2.96,8.72,3.75,7.7,2,78,262
21,Female,Freelancer,4.5,8.46,5.76,6.58,4,44,281
35,Female,Teacher,7.7,8.21,6.1,9.42,2,91,207
44,Female,Designer,7.34,5.97,5.7,9.39,0,57,168
49,Male,Freelancer,2.82,8.47,6.65,6.05,3,41,272
50,Female,Designer,4.16,7.58,7.92,3.09,1,46,80
45,Female,Student,1.13,6.21,8.56,1.65,1,68,292
59,Female,Teacher,5.77,6.82,5.06,10.0,0,32,251
58,Female,Teacher,3.53,6.18,8.03,4.53,1,59,155
53,Male,Designer,1.11,4.98,7.29,3.19,3,3,143
23,Male,Freelancer,4.82,6.26,8.02,5.8,3,68,155
33,Female,Manager,9.34,8.04,5.69,9.49,1,108,108
51,Female,Designer,9.31,5.33,4.34,10.0,4,52,237
40,Female,Researcher,4.35,7.2,8.37,4.2,1,66,116
59,Male,Student,5.04,6.77,5.78,5.72,3,54,117
41,Female,Freelancer,3.18,8.6,5.24,8.22,0,84,118
30,Male,Teacher,1.61,7.73,7.58,4.61,1,69,90
35,Female,Student,7.25,5.81,6.29,8.12,4,74,109
30,Male,Designer,8.2,6.81,5.35,10.0,1,88,104
54,Female,Researcher,8.92,8.56,5.67,10.0,2,7,182
56,Male,Doctor,9.42,5.13,4.76,10.0,1,52,273
59,Other,Designer,9.24,6.37,6.93,9.14,3,91,120
34,Female,Teacher,1.25,5.11,8.2,2.82,1,115,259
32,Female,Student,9.8,6.09,3.61,10.0,1,64,183
35,Male,Manager,4.42,4.29,6.04,4.41,0,52,138
40,Female,Manager,8.97,8.38,4.59,10.0,2,115,50
47,Female,Teacher,4.97,8.89,4.96,9.49,0,25,285
51,Male,Designer,4.8,6.84,6.26,5.84,3,95,181
21,Female,Designer,1.1,6.77,10.0,1.0,4,67,142
20,Female,Software Engineer,1.47,8.78,8.61,1.93,0,110,198
24,Male,Designer,7.04,5.97,6.01,7.45,3,23,171
35,Male,Teacher,9.44,7.11,4.61,10.0,2,106,183
59,Female,Freelancer,3.02,8.19,8.54,3.67,1,97,247
24,Female,Researcher,1.85,6.53,7.96,4.16,0,46,161
57,Male,Freelancer,2.92,5.11,5.65,8.29,1,23,265
23,Female,Student,2.91,8.06,8.07,3.34,2,46,238
39,Female,Student,3.64,5.36,7.79,5.2,4,30,180
18,Male,Software Engineer,1.85,8.22,5.28,7.24,1,57,214
21,Male,Manager,3.12,8.72,7.06,5.39,4,72,119
46,Female,Teacher,9.29,6.73,4.83,10.0,2,48,51
38,Female,Researcher,9.01,4.25,4.81,10.0,2,57,175
43,Female,Designer,3.85,8.78,5.0,9.01,4,50,162
31,Male,Doctor,9.97,8.16,3.48,10.0,0,14,29
26,Male,Student,3.69,4.59,5.83,6.24,2,28,255
29,Male,Teacher,7.5,7.15,4.01,10.0,2,73,164
59,Female,Freelancer,6.8,5.58,5.45,7.08,4,112,192
23,Male,Software Engineer,1.58,5.65,6.6,4.72,1,76,29
37,Female,Doctor,4.08,6.9,5.68,8.11,4,65,208
41,Male,Manager,9.56,7.56,5.0,10.0,3,77,273
44,Male,Teacher,1.46,4.06,9.74,1.29,1,116,216
55,Male,Researcher,2.57,4.76,8.85,2.28,1,107,123
25,Male,Designer,9.74,8.51,1.98,10.0,2,40,205
18,Female,Manager,1.36,6.47,7.62,4.11,1,79,206
41,Male,Freelancer,5.02,6.46,5.79,8.63,0,58,165
24,Female,Student,9.27,8.2,3.52,10.0,0,67,80
36,Male,Freelancer,9.49,4.65,4.56,10.0,0,85,95
39,Male,Designer,9.81,7.57,3.99,10.0,3,29,128
52,Male,Software Engineer,5.33,6.53,8.25,5.34,2,84,295
47,Male,Student,1.78,7.71,6.51,3.88,4,118,179
46,Male,Doctor,7.95,7.4,5.0,9.47,3,103,73
39,Female,Student,7.38,7.33,6.84,6.99,3,7,255
28,Male,Freelancer,6.22,8.28,5.27,7.58,0,99,234
37,Male,Designer,8.99,6.75,5.7,9.66,1,61,278
46,Female,Manager,9.2,6.04,5.3,10.0,4,14,150
58,Male,Teacher,7.15,4.99,5.51,9.21,2,73,228
59,Female,Freelancer,2.01,5.72,9.0,4.12,1,61,179
51,Male,Teacher,1.86,8.35,7.75,4.68,1,49,140
18,Male,Teacher,4.68,5.69,7.95,5.81,3,113,100
48,Female,Researcher,3.63,8.93,6.23,6.59,3,95,270
47,Other,Freelancer,2.2,7.04,6.17,4.83,0,79,35
35,Male,Freelancer,6.5,8.07,7.25,8.19,2,110,251
34,Male,Freelancer,7.15,6.47,6.11,8.22,2,78,227
55,Male,Software Engineer,7.28,7.27,5.03,10.0,3,38,176
31,Male,Software Engineer,2.58,8.95,8.24,5.18,3,102,68
40,Female,Teacher,3.75,6.5,5.8,5.74,0,107,246
42,Male,Doctor,2.79,5.32,7.74,3.4,1,0,216
32,Female,Designer,6.41,7.25,5.74,7.27,4,2,291
39,Male,Doctor,6.1,8.6,6.4,6.05,0,52,160
20,Female,Freelancer,5.53,4.09,6.19,7.57,2,16,154
36,Female,Freelancer,3.66,8.96,9.27,3.97,2,54,171
51,Female,Researcher,3.13,6.72,8.43,4.57,1,11,150
52,Male,Teacher,9.01,8.0,3.72,10.0,1,112,54
18,Female,Designer,1.44,4.59,7.53,4.16,4,98,265
38,Female,Software Engineer,6.91,5.46,5.61,10.0,2,118,263
46,Female,Student,1.18,8.89,7.88,4.09,3,1,104
23,Female,Student,2.74,5.44,6.67,3.89,3,34,130
54,Female,Designer,3.61,6.06,8.02,3.89,0,74,273
18,Female,Doctor,8.98,5.4,3.71,10.0,3,26,170
18,Male,Researcher,2.24,6.34,6.21,4.8,4,57,102
44,Female,Designer,9.44,4.8,5.04,10.0,4,18,198
38,Female,Doctor,8.34,6.54,5.25,10.0,2,19,287
33,Male,Freelancer,7.11,5.49,5.47,8.83,3,74,245
57,Female,Manager,4.71,8.08,6.85,5.89,1,117,129
43,Other,Doctor,9.15,5.95,3.89,10.0,2,27,65
33,Male,Researcher,5.75,7.96,6.74,6.45,0,16,183
45,Male,Student,4.34,7.21,6.74,5.94,1,11,299
18,Male,Software Engineer,6.27,8.58,4.19,8.84,3,68,169
53,Female,Teacher,3.09,8.05,7.6,5.42,4,38,211
27,Female,Freelancer,3.46,8.51,9.33,3.4,3,118,178
34,Female,Software Engineer,9.27,6.63,4.32,10.0,4,25,139
40,Female,Teacher,8.15,8.57,7.05,8.52,0,86,249
24,Female,Manager,5.62,4.77,6.09,9.28,2,103,126
24,Male,Student,4.75,4.42,6.88,6.35,3,75,183
32,Male,Freelancer,8.27,6.63,3.59,10.0,1,65,117
51,Male,Teacher,6.14,8.13,6.35,8.41,3,70,236
21,Male,Manager,4.74,5.06,6.73,7.23,3,11,206
31,Female,Freelancer,5.64,8.84,4.17,10.0,0,106,106
31,Female,Doctor,3.09,4.93,8.14,4.29,4,74,110
33,Female,Designer,2.82,7.54,6.35,5.84,2,23,132
24,Other,Freelancer,9.9,8.58,3.81,10.0,2,84,78
49,Female,Freelancer,9.73,8.83,4.77,10.0,4,112,161
36,Female,Teacher,4.79,7.31,8.23,4.75,1,86,34
19,Male,Software Engineer,5.64,6.87,5.98,7.16,3,75,87
27,Male,Student,8.44,4.45,2.73,10.0,0,63,97
34,Female,Student,7.53,4.1,4.83,10.0,1,44,256
54,Male,Freelancer,1.9,8.93,8.66,2.77,0,27,255
29,Male,Freelancer,4.37,5.37,5.66,8.35,0,111,156
23,Female,Manager,3.25,4.36,6.53,5.21,3,97,292
39,Male,Designer,9.93,6.69,3.34,10.0,3,36,178
49,Male,Doctor,7.74,5.56,5.19,8.96,2,64,37
58,Female,Freelancer,1.43,5.79,6.55,5.13,2,69,290
37,Female,Doctor,9.1,5.77,4.5,9.69,3,118,140
18,Male,Researcher,9.35,5.24,3.65,10.0,0,3,217
23,Male,Student,4.0,8.84,6.71,7.04,0,103,173
36,Other,Doctor,6.78,5.33,5.57,10.0,2,57,75
35,Male,Freelancer,7.14,6.79,4.21,10.0,4,41,166
23,Female,Freelancer,7.57,5.19,4.94,10.0,3,61,197
50,Male,Manager,7.24,7.81,3.7,10.0,3,12,45
40,Male,Designer,6.04,5.15,7.12,7.9,3,18,125
40,Male,Student,9.58,7.07,6.12,10.0,2,84,222
43,Female,Doctor,5.61,8.17,5.19,7.21,3,60,96
30,Female,Teacher,2.0,5.36,9.11,2.23,1,97,196
24,Male,Teacher,1.72,8.02,10.0,1.0,2,88,189
32,Male,Manager,1.17,4.46,7.69,2.93,2,86,170
44,Male,Doctor,4.85,4.58,7.0,6.17,3,86,113
43,Female,Teacher,3.46,6.0,7.06,6.01,2,5,75
50,Male,Designer,9.06,6.03,3.63,10.0,4,17,58
32,Male,Software Engineer,8.8,6.58,4.52,10.0,0,2,34
53,Male,Designer,8.54,4.12,5.01,9.25,1,39,214
44,Female,Manager,8.81,4.59,5.64,10.0,4,33,91
22,Female,Designer,3.68,4.05,5.82,5.79,1,69,67
19,Female,Doctor,4.84,8.77,6.57,4.86,1,33,194
50,Male,Freelancer,3.81,5.57,8.13,4.46,3,44,65
33,Male,Designer,1.77,7.44,7.27,4.46,2,65,61
40,Male,Doctor,9.32,7.04,3.99,10.0,1,78,196
55,Male,Student,6.54,7.62,4.95,8.79,4,94,137
33,Female,Doctor,2.19,8.41,7.23,5.99,1,96,73
31,Male,Manager,2.85,5.17,7.75,2.98,2,42,246
46,Male,Doctor,5.06,6.13,7.45,6.38,1,51,166
