age,gender,occupation,daily_screen_time_hours,sleep_duration_hours,stress_level,caffeine_intake_cups
42,Male,Designer,8.26,5.59,9.79,0
36,Female,Freelancer,4.95,4.78,8.07,2
48,Male,Designer,6.86,4.4,9.92,1
43,Male,Teacher,2.46,6.29,2.47,0
59,Female,Doctor,7.25,7.96,9.66,4
58,Male,Designer,7.58,7.63,9.25,4
53,Male,Doctor,8.21,7.78,9.78,1
40,Male,Manager,8.36,4.59,10.0,4
30,Female,Teacher,4.96,8.31,6.05,3
42,Female,Freelancer,9.13,8.02,9.49,3
19,Male,Manager,9.83,4.47,10.0,0
19,Male,Researcher,9.8,5.78,10.0,4
33,Female,Teacher,6.27,5.88,9.71,2
26,Female,Manager,6.04,7.68,7.9,1
45,Male,Software Engineer,5.12,8.3,6.28,2
30,Male,Software Engineer,3.7,5.88,7.11,3
52,Male,Designer,4.0,4.65,7.38,4
58,Female,Doctor,2.94,4.41,4.66,2
30,Female,Manager,9.6,7.19,10.0,1
48,Male,Researcher,6.58,6.49,10.0,0
38,Female,Teacher,9.41,8.51,10.0,0
49,Male,Student,4.48,8.77,4.93,1
51,Male,Software Engineer,3.68,8.49,4.08,3
25,Female,Software Engineer,2.19,4.38,3.55,1
58,Female,Manager,3.7,5.42,6.26,1
19,Female,Freelancer,9.01,5.19,10.0,4
55,Male,Student,6.24,4.34,8.39,2
49,Male,Researcher,5.07,8.59,8.73,1
57,Female,Researcher,6.11,8.47,9.84,1
45,Female,Doctor,9.03,5.95,10.0,0
54,Male,Researcher,2.74,8.79,3.26,2
58,Male,Researcher,9.69,6.82,9.06,0
18,Female,Doctor,7.0,6.17,8.63,3
58,Female,Doctor,8.7,6.75,9.92,0
27,Female,Designer,5.73,6.11,5.23,3
21,Female,Designer,3.13,5.46,6.26,3
52,Male,Freelancer,6.11,4.91,7.61,2
27,Female,Manager,1.61,6.3,4.65,3
28,Female,Student,8.67,6.65,10.0,1
31,Male,Manager,6.85,8.11,8.65,1
55,Female,Teacher,3.55,6.37,5.29,0
29,Female,Student,3.47,8.15,9.09,0
34,Male,Teacher,9.13,8.77,10.0,2
33,Female,Student,8.57,7.61,10.0,3
52,Female,Designer,7.87,4.6,10.0,1
19,Female,Doctor,4.73,6.31,7.86,0
28,Female,Software Engineer,8.85,8.28,10.0,4
58,Male,Freelancer,3.22,6.46,4.57,2
20,Female,Researcher,1.22,8.05,1.21,3
46,Male,Student,4.89,7.88,6.45,2
35,Female,Student,9.28,4.8,10.0,3
37,Male,Freelancer,6.14,5.65,5.48,3
31,Male,Software Engineer,3.06,7.82,8.61,2
51,Male,Freelancer,6.86,4.8,9.16,0
48,Male,Student,7.7,6.11,10.0,0
57,Male,Researcher,5.95,4.69,10.0,3
59,Male,Freelancer,8.58,5.18,10.0,1
35,Female,Doctor,6.33,5.43,7.29,3
47,Female,Manager,1.86,6.65,3.95,4
42,Female,Software Engineer,8.29,8.56,10.0,0
36,Female,Researcher,2.32,5.93,2.33,2
25,Female,Software Engineer,8.94,8.25,10.0,3
45,Male,Doctor,5.7,7.48,9.35,0
25,Female,Researcher,7.59,7.9,8.19,0
48,Female,Doctor,9.75,7.81,10.0,3
20,Male,Software Engineer,4.89,5.51,6.98,3
20,Female,Doctor,5.14,5.18,8.69,0
39,Male,Manager,8.43,8.89,8.38,4
34,Female,Doctor,1.99,7.69,2.83,2
53,Female,Researcher,1.25,5.83,5.14,3
34,Female,Manager,6.44,6.77,9.05,3
31,Male,Researcher,2.51,7.88,3.87,1
26,Male,Doctor,3.3,4.28,4.76,3
47,Other,Software Engineer,9.79,4.5,10.0,4
38,Male,Student,6.88,4.13,10.0,4
29,Male,Teacher,8.7,4.82,10.0,3
54,Female,Software Engineer,9.08,4.6,8.95,2
49,Female,Researcher,2.09,6.32,4.75,2
28,Male,Freelancer,9.35,5.44,10.0,3
37,Male,Teacher,8.8,4.23,10.0,3
52,Female,Doctor,1.41,6.25,2.73,4
28,Male,Doctor,9.79,6.89,10.0,1
25,Male,Student,5.12,5.85,8.29,3
21,Female,Doctor,9.77,5.3,10.0,2
44,Female,Freelancer,8.41,5.95,10.0,3
57,Female,Researcher,4.96,6.6,8.95,0
55,Male,Teacher,5.6,6.18,5.49,4
47,Female,Software Engineer,3.48,4.47,5.94,4
44,Other,Software Engineer,5.38,6.28,6.6,1
38,Female,Freelancer,1.97,7.6,4.2,2
37,Male,Manager,9.18,8.1,10.0,3
21,Other,Student,7.42,6.2,10.0,1
28,Female,Freelancer,8.25,8.97,10.0,2
30,Female,Teacher,5.78,8.21,7.3,4
26,Male,Doctor,2.13,5.08,3.04,0
21,Female,Designer,5.84,6.28,7.06,3
29,Female,Researcher,3.96,5.48,5.16,2
26,Female,Student,1.09,6.75,4.53,2
30,Male,Student,6.54,5.12,7.77,3
43,Male,Designer,8.68,4.18,10.0,4
55,Male,Freelancer,7.39,8.52,8.75,1
59,Male,Software Engineer,3.01,6.6,5.98,3
30,Female,Manager,8.37,8.57,10.0,2
56,Male,Researcher,3.79,4.59,6.15,4
45,Male,Researcher,2.97,4.76,4.97,3
36,Male,Software Engineer,9.65,5.13,10.0,1
41,Male,Software Engineer,1.15,6.29,3.34,4
36,Female,Designer,2.51,8.4,4.0,0
30,Female,Researcher,5.2,7.25,8.86,0
30,Female,Doctor,2.5,4.28,5.48,1
45,Male,Researcher,2.5,6.04,3.3,3
19,Female,Doctor,6.71,7.62,9.59,4
27,Male,Manager,8.37,5.61,10.0,2
39,Male,Manager,6.95,6.46,10.0,1
30,Female,Teacher,1.91,7.56,4.4,2
26,Female,Teacher,9.06,8.82,10.0,0
50,Male,Software Engineer,9.3,5.67,10.0,3
31,Male,Designer,3.53,7.72,7.63,1
37,Female,Manager,5.98,7.74,10.0,2
32,Female,Student,5.37,6.71,5.9,0
49,Male,Doctor,7.01,8.07,7.94,1
50,Female,Freelancer,9.8,6.68,10.0,2
34,Female,Designer,9.88,7.12,10.0,3
41,Male,Researcher,5.58,8.19,8.05,1
47,Male,Manager,1.83,6.38,4.61,0
30,Male,Teacher,4.01,6.39,7.78,1
33,Female,Manager,4.72,6.96,3.66,1
19,Male,Researcher,5.81,8.02,5.13,3
34,Other,Doctor,9.64,4.64,9.71,1
49,Female,Manager,3.36,7.86,2.97,0
25,Male,Doctor,5.83,5.47,5.86,1
20,Male,Researcher,3.62,4.36,4.53,4
29,Female,Designer,9.28,7.96,10.0,2
37,Male,Manager,9.91,4.73,10.0,2
33,Female,Manager,8.84,5.07,10.0,4
31,Male,Teacher,4.05,7.53,5.21,1
33,Male,Designer,3.5,6.82,5.55,3
50,Female,Student,4.88,8.6,8.0,4
47,Male,Doctor,7.73,8.77,10.0,4
29,Female,Freelancer,1.08,5.57,2.68,2
32,Male,Freelancer,9.96,5.62,10.0,2
35,Female,Designer,8.95,5.05,10.0,2
45,Female,Freelancer,1.21,6.59,1.9,1
40,Female,Designer,4.44,5.89,7.41,2
31,Female,Freelancer,7.19,4.07,8.34,4
47,Male,Student,3.17,5.97,6.55,0
50,Male,Designer,2.29,4.31,4.86,3
32,Male,Doctor,6.66,8.0,5.96,1
24,Male,Researcher,9.13,8.64,10.0,1
32,Other,Freelancer,9.6,5.48,10.0,2
59,Male,Researcher,1.09,7.25,1.9,1
55,Female,Software Engineer,8.87,4.44,10.0,0
28,Male,Software Engineer,6.05,5.82,8.83,4
46,Female,Teacher,3.14,6.88,5.14,4
48,Female,Student,6.55,4.52,7.87,1
42,Male,Researcher,9.96,5.89,10.0,2
41,Female,Teacher,3.49,8.78,3.5,1
36,Male,Software Engineer,3.49,4.83,3.8,1
19,Female,Student,7.29,7.1,7.57,3
39,Female,Researcher,1.39,8.17,1.0,3
37,Male,Designer,8.38,7.86,10.0,4
50,Female,Designer,6.87,7.86,9.11,2
25,Male,Doctor,8.57,4.3,9.76,4
42,Female,Researcher,3.08,8.87,5.65,1
26,Male,Manager,8.62,7.64,10.0,4
51,Female,Software Engineer,5.04,8.77,4.88,3
40,Female,Designer,2.19,8.9,1.0,0
22,Male,Student,9.11,5.79,10.0,0
42,Male,Manager,7.35,6.72,8.98,1
25,Female,Manager,2.51,7.65,4.07,1
33,Male,Designer,3.22,8.25,2.78,1
32,Female,Teacher,3.42,8.85,3.68,4
18,Female,Teacher,9.67,8.87,10.0,4
39,Female,Teacher,8.98,5.64,10.0,3
20,Male,Researcher,4.12,7.4,6.43,4
55,Male,Manager,5.2,4.73,3.88,3
31,Male,Teacher,3.57,8.05,9.21,0
53,Male,Teacher,7.68,4.8,9.6,4
35,Male,Manager,2.45,8.45,4.23,3
58,Female,Doctor,4.05,8.9,3.18,1
35,Male,Teacher,6.45,4.43,10.0,0
20,Female,Doctor,8.9,6.56,10.0,3
27,Female,Doctor,6.72,5.32,6.63,3
56,Female,Designer,9.46,6.35,10.0,3
18,Male,Manager,9.38,5.47,10.0,0
44,Female,Student,7.46,4.33,10.0,2
44,Male,Teacher,3.51,5.97,5.21,4
28,Male,Student,7.15,5.02,10.0,0
22,Female,Software Engineer,2.73,6.75,3.71,1
24,Female,Researcher,4.0,7.4,5.21,0
36,Male,Doctor,7.82,6.03,8.81,1
46,Male,Freelancer,8.66,5.02,8.95,0
32,Male,Software Engineer,4.75,4.96,7.4,1
52,Female,Doctor,5.71,4.01,7.11,3
54,Female,Teacher,4.48,7.51,8.42,2
29,Male,Software Engineer,5.31,5.27,7.26,4
47,Male,Manager,5.61,8.85,9.27,2
37,Female,Designer,7.23,7.74,10.0,0
54,Male,Researcher,7.75,5.48,10.0,4
20,Female,Software Engineer,9.78,4.79,10.0,2
26,Male,Researcher,4.94,7.12,7.72,4
58,Male,Doctor,1.75,8.32,4.27,3
56,Female,Manager,7.19,6.92,7.96,2
43,Female,Doctor,5.48,4.05,6.22,4
19,Male,Student,8.57,7.93,10.0,4
40,Male,Freelancer,2.32,8.82,6.35,4
40,Male,Freelancer,6.8,4.24,7.72,4
38,Female,Software Engineer,5.13,8.05,7.91,1
33,Female,Designer,4.77,7.59,6.52,1
26,Female,Teacher,6.08,5.99,9.6,1
30,Male,Student,7.16,7.17,10.0,3
45,Female,Software Engineer,8.66,4.79,10.0,3
44,Male,Student,3.12,7.6,2.9,2
34,Male,Software Engineer,3.64,6.91,3.49,1
55,Female,Freelancer,5.94,4.43,8.78,2
53,Male,Teacher,4.12,8.34,4.18,4
18,Male,Teacher,6.12,4.64,8.37,0
35,Male,Freelancer,2.8,6.19,4.13,4
26,Female,Researcher,3.77,4.66,4.47,2
30,Female,Designer,3.92,7.23,6.51,0
57,Male,Student,9.93,7.69,10.0,3
32,Female,Designer,8.69,8.74,9.93,0
21,Female,Software Engineer,8.54,5.26,10.0,4
50,Female,Teacher,5.62,5.83,6.6,2
41,Male,Teacher,5.2,5.93,8.17,1
53,Male,Doctor,1.63,4.49,5.53,4
58,Male,Doctor,2.78,8.04,3.82,2
27,Female,Freelancer,9.06,4.41,10.0,4
53,Female,Designer,5.73,5.69,10.0,0
37,Other,Student,9.89,4.95,10.0,3
58,Male,Freelancer,6.33,7.32,10.0,0
28,Male,Software Engineer,4.4,8.53,7.76,1
29,Male,Designer,3.47,7.73,4.36,2
35,Male,Teacher,9.27,7.87,10.0,0
47,Female,Teacher,4.34,4.39,4.02,2
54,Other,Researcher,2.32,7.69,4.04,4
37,Female,Researcher,3.5,4.31,7.61,0
42,Female,Teacher,6.81,6.42,10.0,0
29,Female,Software Engineer,2.2,7.46,3.28,1
38,Male,Freelancer,1.82,5.27,2.22,0
42,Female,Designer,5.12,7.41,5.32,3
28,Female,Software Engineer,1.75,8.4,4.57,2
26,Male,Manager,4.54,8.39,10.0,4
42,Female,Researcher,3.9,4.96,6.08,3
52,Female,Teacher,4.52,5.37,6.14,3
49,Male,Doctor,5.39,7.33,6.23,0
31,Male,Designer,2.67,8.21,2.45,3
18,Male,Doctor,4.98,6.28,7.01,4
34,Male,Designer,4.25,8.61,5.75,3
42,Male,Freelancer,8.16,6.87,10.0,3
25,Female,Teacher,7.25,5.31,7.8,0
22,Male,Doctor,8.85,4.1,10.0,2
22,Female,Researcher,7.02,8.04,9.8,2
58,Female,Doctor,2.09,4.46,3.59,1
52,Female,Designer,5.56,4.39,4.51,2
36,Female,Manager,7.68,7.89,10.0,3
40,Female,Manager,8.58,4.16,9.63,1
26,Female,Doctor,2.63,8.21,3.03,1
47,Male,Doctor,3.01,6.99,6.33,0
33,Male,Freelancer,8.76,7.18,9.16,1
50,Female,Researcher,5.37,8.69,5.35,0
19,Female,Teacher,5.07,8.33,10.0,4
31,Other,Designer,5.45,4.38,5.58,1
18,Female,Designer,2.56,8.26,4.95,0
43,Female,Student,6.65,7.34,10.0,4
42,Male,Designer,8.27,5.58,10.0,4
33,Female,Researcher,8.53,8.27,10.0,0
32,Female,Researcher,1.27,4.12,3.37,1
43,Male,Teacher,7.44,8.19,9.05,4
33,Male,Doctor,1.82,7.1,2.72,2
31,Male,Freelancer,9.7,5.31,10.0,2
46,Female,Student,5.34,4.03,7.33,1
41,Male,Freelancer,7.98,6.61,10.0,4
32,Female,Freelancer,6.6,6.11,7.41,0
36,Male,Doctor,9.57,8.31,10.0,1
25,Male,Designer,9.76,7.94,10.0,2
51,Other,Software Engineer,3.51,6.95,2.87,4
19,Male,Researcher,5.35,4.75,7.14,2
44,Male,Doctor,5.54,7.63,4.33,3
27,Male,Manager,2.6,6.97,1.84,3
52,Female,Designer,9.14,4.11,10.0,0
40,Male,Manager,4.15,7.81,6.5,0
25,Female,Teacher,1.79,8.16,3.55,0
45,Female,Manager,2.39,7.87,1.53,4
40,Male,Designer,5.62,4.88,5.42,0
21,Male,Student,8.94,6.51,10.0,2
31,Female,Manager,6.65,6.64,4.66,1
59,Female,Researcher,2.93,8.67,6.1,3
46,Male,Software Engineer,3.67,8.63,2.82,0
18,Female,Freelancer,9.78,4.31,10.0,0
21,Other,Software Engineer,1.48,9.0,1.49,1
49,Male,Software Engineer,9.95,7.93,10.0,1
50,Female,Manager,9.15,5.88,10.0,0
43,Male,Teacher,7.11,7.72,10.0,1
34,Female,Software Engineer,9.49,5.88,10.0,0
56,Male,Doctor,2.37,8.68,4.18,3
40,Female,Freelancer,9.48,5.89,10.0,2
49,Female,Researcher,2.91,7.83,4.65,4
32,Male,Teacher,5.92,4.78,7.02,1
30,Female,Designer,5.4,8.26,8.71,3
19,Female,Student,5.61,7.1,7.42,3
36,Male,Teacher,3.41,8.04,7.61,1
41,Female,Freelancer,8.03,6.09,10.0,3
41,Male,Freelancer,7.68,5.73,10.0,0
28,Female,Student,9.59,6.66,10.0,4
39,Male,Teacher,5.56,5.94,6.39,0
32,Female,Designer,5.93,6.57,7.55,1
27,Male,Student,9.13,6.15,10.0,0
58,Male,Freelancer,9.27,4.98,10.0,1
44,Male,Teacher,6.85,8.88,10.0,1
26,Female,Freelancer,8.38,4.08,10.0,3
45,Female,Student,5.55,8.63,6.97,1
18,Female,Software Engineer,4.49,8.14,6.8,2
34,Female,Freelancer,8.78,6.1,10.0,2
48,Female,Software Engineer,8.0,5.61,10.0,3
27,Female,Manager,3.18,4.82,6.0,1
54,Female,Software Engineer,1.43,4.67,5.11,4
46,Male,Doctor,6.09,6.75,8.64,4
35,Female,Software Engineer,8.57,4.53,10.0,4
55,Female,Software Engineer,3.22,6.38,7.99,0
56,Male,Designer,7.91,8.07,7.9,4
23,Female,Researcher,4.73,7.79,5.48,1
57,Female,Student,4.02,4.66,6.19,3
29,Male,Student,2.56,8.81,3.9,3
31,Male,Software Engineer,9.41,5.43,10.0,4
27,Male,Student,3.03,7.53,5.42,0
37,Male,Teacher,3.51,5.5,6.6,1
32,Male,Manager,3.98,7.09,5.81,1
48,Male,Freelancer,3.56,6.86,3.96,4
24,Male,Software Engineer,2.47,4.89,4.78,0
58,Female,Manager,4.19,7.26,6.34,0
27,Male,Software Engineer,5.25,5.63,7.66,1
27,Male,Doctor,5.97,7.06,9.33,0
56,Male,Manager,2.41,6.71,3.76,4
45,Male,Teacher,8.01,8.21,10.0,3
47,Other,Software Engineer,3.8,5.07,5.74,3
54,Female,Software Engineer,9.26,4.76,10.0,0
20,Female,Student,3.97,8.27,3.6,3
32,Male,Software Engineer,8.77,6.22,10.0,3
38,Female,Manager,4.17,7.91,8.11,4
54,Male,Manager,5.55,8.8,6.93,1
29,Male,Software Engineer,4.35,6.72,5.53,4
21,Male,Software Engineer,4.48,5.5,6.26,0
26,Other,Software Engineer,6.57,7.97,5.23,0
56,Male,Doctor,7.24,8.65,10.0,1
59,Female,Teacher,8.83,5.23,10.0,3
45,Male,Researcher,6.12,7.44,8.89,0
40,Male,Freelancer,2.95,7.9,2.56,1
57,Female,Researcher,9.91,4.13,10.0,1
39,Male,Manager,7.15,6.96,10.0,4
41,Female,Doctor,4.37,7.17,5.59,1
43,Male,Freelancer,9.71,7.18,10.0,4
47,Male,Student,9.63,4.42,10.0,2
50,Female,Designer,1.72,4.11,3.53,0
33,Female,Software Engineer,1.18,5.47,1.76,3
39,Male,Manager,1.4,5.79,2.42,0
35,Female,Freelancer,7.17,4.72,10.0,0
24,Female,Student,7.4,6.55,10.0,3
43,Male,Manager,7.52,5.14,9.39,3
25,Female,Researcher,6.67,5.69,8.06,4
23,Male,Researcher,3.57,5.46,4.43,3
47,Male,Designer,2.5,7.86,4.58,4
56,Female,Freelancer,9.35,8.39,10.0,4
40,Male,Software Engineer,9.22,5.49,10.0,4
49,Female,Manager,3.18,5.88,4.66,1
39,Female,Software Engineer,2.51,8.08,6.46,0
59,Male,Designer,4.38,7.8,5.24,0
26,Female,Doctor,1.44,7.54,2.67,1
48,Female,Freelancer,2.46,7.54,4.91,3
24,Female,Designer,4.42,5.49,6.9,4
26,Male,Designer,3.15,8.68,5.94,1
30,Male,Manager,7.63,8.05,10.0,4
20,Female,Researcher,9.14,5.06,10.0,2
52,Female,Freelancer,9.18,7.31,9.27,0
50,Male,Teacher,6.44,4.77,9.83,0
38,Female,Software Engineer,7.33,6.89,8.05,0
48,Female,Freelancer,5.45,5.45,5.17,4
51,Male,Researcher,2.32,4.53,4.9,3
49,Female,Manager,6.72,7.02,10.0,0
52,Male,Software Engineer,4.15,8.42,8.22,0
32,Male,Doctor,1.05,4.7,3.64,4
49,Male,Freelancer,6.17,8.5,7.35,3
23,Male,Doctor,2.79,4.64,5.79,0
38,Male,Teacher,8.98,7.71,9.87,4
50,Female,Teacher,9.41,8.95,10.0,0
49,Female,Teacher,2.46,4.47,4.3,1
36,Male,Researcher,1.26,5.06,3.49,1
50,Female,Doctor,1.04,6.32,3.24,0
45,Female,Designer,9.22,7.69,10.0,4
48,Male,Researcher,2.37,8.49,2.74,4
38,Male,Manager,4.92,7.65,7.12,4
51,Male,Software Engineer,1.51,7.86,4.69,3
32,Male,Software Engineer,4.36,6.26,5.96,2
31,Female,Manager,8.07,5.78,10.0,4
36,Male,Student,4.66,6.54,6.42,4
32,Female,Doctor,7.98,7.25,9.37,0
23,Female,Doctor,7.2,6.51,7.31,4
26,Male,Teacher,5.66,7.95,6.71,2
54,Female,Researcher,7.64,4.79,10.0,0
37,Male,Freelancer,8.91,5.98,10.0,4
51,Male,Freelancer,8.14,4.33,10.0,2
55,Female,Manager,7.23,7.36,8.17,0
43,Male,Student,7.32,7.79,8.51,3
35,Male,Student,2.45,7.34,3.79,3
45,Female,Doctor,9.56,8.78,10.0,0
26,Female,Teacher,2.85,8.66,6.01,2
49,Male,Software Engineer,4.14,5.35,5.63,2
23,Male,Teacher,5.66,5.22,8.58,1
31,Female,Software Engineer,2.14,4.13,1.0,1
45,Female,Freelancer,6.34,6.51,8.29,4
41,Male,Doctor,2.64,8.31,4.03,1
30,Female,Researcher,9.31,4.79,9.48,0
29,Female,Teacher,9.0,6.97,10.0,2
36,Female,Student,5.9,7.6,5.94,2
38,Female,Manager,5.05,5.84,4.95,0
44,Female,Designer,1.92,7.51,3.62,3
36,Male,Student,8.41,8.19,10.0,1
41,Male,Freelancer,4.41,4.05,8.23,0
43,Female,Manager,3.22,7.68,3.54,4
45,Female,Software Engineer,9.96,7.0,10.0,3
35,Female,Doctor,7.01,8.22,8.15,0
53,Male,Teacher,1.66,4.69,4.81,1
59,Female,Freelancer,8.21,8.04,9.07,3
46,Male,Freelancer,7.75,4.71,10.0,4
34,Other,Doctor,4.61,6.92,3.49,3
21,Male,Doctor,2.11,5.35,3.19,2
46,Female,Software Engineer,5.48,5.2,6.98,0
21,Male,Doctor,7.87,6.49,7.52,3
27,Female,Teacher,1.68,7.79,1.82,0
42,Male,Freelancer,2.47,7.23,1.21,0
48,Female,Student,6.57,8.94,8.23,0
20,Female,Doctor,6.04,4.6,8.12,2
19,Female,Teacher,9.15,7.61,10.0,3
42,Female,Teacher,8.33,4.28,8.24,2
23,Male,Software Engineer,9.27,5.79,9.06,1
43,Male,Doctor,5.19,5.72,3.13,3
25,Female,Freelancer,8.09,5.28,10.0,3
52,Male,Software Engineer,1.44,6.66,1.0,2
44,Female,Student,3.65,5.22,4.98,3
42,Female,Student,6.8,5.84,9.2,2
35,Male,Manager,7.87,8.3,8.57,0
18,Male,Researcher,6.13,5.62,7.63,1
56,Male,Teacher,5.33,8.93,6.23,0
20,Male,Doctor,3.1,5.38,4.93,4
21,Female,Manager,2.57,8.52,4.77,4
58,Female,Freelancer,8.88,6.16,10.0,0
54,Male,Teacher,2.28,8.54,3.25,2
32,Male,Freelancer,4.92,6.13,5.37,4
25,Female,Doctor,9.0,7.85,10.0,4
55,Male,Researcher,2.33,6.0,4.8,2
36,Male,Software Engineer,2.15,7.1,4.34,3
43,Male,Student,7.23,4.26,9.92,2
56,Female,Manager,3.98,7.0,8.46,1
27,Male,Freelancer,4.92,5.58,8.14,3
55,Male,Manager,6.63,8.98,8.1,3
31,Other,Student,4.41,8.05,6.84,1
58,Male,Software Engineer,8.2,4.4,10.0,0
36,Female,Designer,9.72,4.99,10.0,3
47,Male,Designer,9.4,7.08,9.99,3
22,Male,Freelancer,5.91,5.5,6.92,0
48,Male,Designer,4.19,5.06,4.83,1
24,Male,Doctor,4.9,5.78,7.1,3
36,Male,Manager,3.97,4.53,7.71,0
48,Male,Software Engineer,4.98,6.77,5.45,1
56,Male,Doctor,1.12,5.42,2.66,1
41,Male,Doctor,1.5,8.34,1.54,4
51,Female,Freelancer,7.94,4.16,7.84,3
40,Female,Software Engineer,4.01,5.75,5.46,3
57,Female,Doctor,8.15,6.75,8.45,0
23,Female,Freelancer,5.32,5.18,6.48,0
55,Female,Manager,8.25,4.29,7.33,4
58,Male,Software Engineer,6.97,4.36,10.0,0
53,Male,Researcher,2.81,4.8,5.09,4
44,Male,Designer,5.03,5.36,5.43,2
28,Female,Designer,7.34,7.53,10.0,4
22,Female,Doctor,3.98,6.37,4.96,2
34,Female,Student,2.74,4.16,4.04,4
24,Male,Software Engineer,5.86,4.78,7.74,2
44,Female,Teacher,3.46,5.84,4.03,3
32,Male,Freelancer,6.35,6.1,7.48,4
30,Male,Researcher,3.45,4.32,6.83,1
28,Female,Teacher,9.16,4.61,10.0,4
43,Male,Doctor,4.1,5.31,5.25,0
39,Male,Student,9.17,8.18,8.64,3
45,Female,Software Engineer,3.52,5.05,6.98,3
41,Female,Designer,6.44,5.13,9.12,0
46,Male,Doctor,2.17,6.47,4.89,0
26,Male,Software Engineer,8.01,8.46,10.0,2
59,Female,Software Engineer,2.8,6.64,3.82,3
21,Male,Software Engineer,8.78,4.4,10.0,2
35,Male,Student,5.07,4.93,6.68,3
33,Male,Software Engineer,1.85,8.28,1.95,1
50,Female,Student,4.27,8.38,7.69,3
46,Male,Student,8.02,7.98,10.0,3
56,Male,Manager,1.69,6.71,1.0,1
27,Male,Researcher,6.63,6.2,6.51,1
26,Male,Software Engineer,5.57,5.34,5.42,1
48,Male,Manager,3.79,6.74,3.69,1
45,Female,Designer,7.8,7.41,8.02,4
20,Female,Manager,1.47,7.0,2.33,4
31,Female,Researcher,5.48,5.13,8.62,3
42,Female,Manager,5.56,8.52,6.68,4
32,Female,Researcher,1.78,5.95,3.45,1
19,Female,Freelancer,2.22,8.42,2.92,1
41,Female,Freelancer,4.69,5.99,9.83,4
31,Female,Freelancer,5.83,4.19,9.11,4
24,Male,Software Engineer,1.48,7.69,3.65,4
53,Male,Designer,1.11,8.6,1.0,4
41,Other,Doctor,2.73,5.27,4.1,0
44,Female,Teacher,5.39,6.71,6.4,0
54,Female,Doctor,1.36,8.04,4.72,3
55,Other,Student,7.6,5.61,10.0,4
47,Female,Researcher,2.37,5.43,2.07,0
44,Female,Doctor,7.95,6.06,10.0,0
56,Male,Teacher,2.84,6.75,5.08,3
32,Female,Researcher,4.12,6.76,3.64,0
43,Female,Teacher,5.31,6.43,5.01,4
18,Other,Designer,4.13,8.1,6.08,3
21,Female,Freelancer,1.21,4.76,2.57,3
46,Female,Doctor,9.18,4.43,10.0,3
18,Female,Student,3.58,4.84,4.58,1
39,Male,Manager,2.22,7.52,4.17,0
28,Male,Manager,2.19,4.73,4.57,3
27,Female,Student,9.77,5.61,10.0,0
34,Male,Designer,2.11,8.4,1.14,1
53,Female,Researcher,4.12,4.7,7.41,1
43,Male,Manager,1.61,6.64,2.44,3
38,Male,Designer,7.62,6.53,8.92,3
30,Male,Manager,6.37,4.17,8.55,4
26,Male,Manager,5.8,4.58,7.34,3
28,Male,Doctor,8.7,8.75,10.0,2
28,Other,Designer,6.16,8.81,8.26,0
23,Male,Teacher,9.6,8.37,10.0,3
18,Female,Student,6.61,6.16,8.21,4
23,Other,Manager,4.19,6.96,4.88,1
30,Female,Freelancer,1.33,8.12,3.17,1
39,Male,Teacher,7.53,7.38,7.98,2
48,Female,Software Engineer,4.36,8.48,4.34,3
39,Male,Teacher,6.39,5.58,10.0,2
54,Male,Freelancer,8.89,7.12,10.0,4
44,Female,Student,1.07,6.84,3.71,0
31,Male,Software Engineer,7.84,8.92,10.0,4
22,Other,Doctor,4.92,8.39,5.88,2
53,Female,Freelancer,2.12,4.83,2.84,2
49,Male,Software Engineer,6.24,4.29,6.26,1
51,Male,Designer,5.79,6.23,8.21,4
24,Female,Student,8.58,6.73,10.0,0
59,Female,Designer,5.69,7.95,7.1,1
27,Female,Teacher,8.45,4.8,9.09,0
34,Male,Doctor,5.9,8.6,8.4,3
47,Male,Student,5.02,6.86,6.38,2
38,Male,Doctor,4.34,8.21,6.43,0
30,Male,Manager,2.56,8.18,5.92,4
18,Male,Student,6.26,8.76,10.0,1
18,Male,Freelancer,5.9,7.29,8.35,2
50,Male,Designer,9.78,7.92,10.0,1
55,Female,Teacher,4.71,8.1,5.72,3
42,Female,Software Engineer,4.79,6.34,8.07,1
43,Male,Researcher,2.47,6.16,3.53,0
30,Female,Researcher,6.38,8.73,6.93,1
45,Female,Doctor,8.63,4.33,10.0,1
50,Female,Student,3.23,8.76,4.33,3
54,Female,Student,1.08,6.89,3.16,0
58,Male,Manager,7.22,5.47,9.95,1
47,Male,Doctor,1.28,6.79,3.47,3
25,Male,Software Engineer,4.68,7.19,8.58,1
18,Male,Teacher,6.51,4.55,8.66,0
29,Female,Student,4.47,7.35,4.29,4
22,Female,Researcher,3.35,8.51,5.35,1
41,Male,Student,8.19,8.86,10.0,1
23,Female,Doctor,3.71,7.0,3.61,4
42,Female,Doctor,2.62,5.64,1.81,4
18,Male,Student,4.5,6.82,5.99,4
42,Female,Student,2.18,4.01,5.26,1
18,Male,Manager,7.21,8.6,7.03,4
49,Female,Student,7.39,7.92,6.19,1
59,Male,Designer,1.13,4.83,1.0,1
59,Male,Student,7.25,7.05,10.0,2
20,Female,Teacher,3.69,4.1,6.06,0
36,Female,Teacher,6.91,5.08,8.22,0
46,Male,Freelancer,7.36,4.85,10.0,1
19,Female,Manager,3.5,4.78,4.24,4
26,Female,Software Engineer,2.67,6.76,2.01,1
